,Scheme Code,Scheme Name,Net Asset Value,ISIN Div Payout/ISIN Growth,ISIN Div Reinvestment,Date,Repurchase Price,Sale Price
1353,102920,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - GROWTH OPTION,8.06,INF760K01167,,21-Jan-2009,8.06,8.24
1354,102921,CANARA ROBECO EMERGING EQUITIES - REGULAR PLAN - IDCW (Payout/Reinvestment),5.55,INF760K01175,INF760K01183,21-Jan-2009,5.55,5.67
1355,102922,Canara Robeco Emerging Equities-BONUS OPTION,6.74,INF760K01159,,21-Jan-2009,6.74,6.89
1357,103819,DSP Equity Opportunities Fund-Regular Plan - Growth,38.04,INF740K01094,,21-Jan-2009,37.66,38.896
1358,103820,DSP Equity Opportunities Fund-Regular Plan - IDCW,14.828,INF740K01078,INF740K01086,21-Jan-2009,14.68,15.162
1360,102883,Franklin India Equity Advantage Fund - Growth Plan,13.8073,INF090I01205,,21-Jan-2009,13.7383,14.118
1361,102884,Franklin India Equity Advantage Fund - IDCW ,8.7845,INF090I01189,INF090I01197,21-Jan-2009,8.7406,8.9822
1363,100349,ICICI Prudential Large & Mid Cap Fund - Growth,65.51,INF109K01431,,21-Jan-2009,65.51,66.98
1364,100348,ICICI Prudential Large & Mid Cap Fund - IDCW,11.41,INF109K01EQ7,INF109K01449,21-Jan-2009,11.41,11.67
1365,100350,ICICI Prudential Large & Mid Cap Fund - Institutional Option - I - Growth,9.0,INF109K01456,,21-Jan-2009,9.0,9.2
1367,108596,IDFC Core Equity Fund - Regular Plan - Growth,11.0652,INF194K01524,,21-Jan-2009,11.0652,11.3142
1368,108597,IDFC Core Equity Fund - Regular Plan - IDCW,8.0092,INF194K01532,INF194K01540,21-Jan-2009,8.0092,8.1894
1370,106144,Invesco India Growth Opportunities Fund - Growth,6.54,INF205K01247,,21-Jan-2009,6.54,6.69
1371,106143,Invesco India Growth Opportunities Fund - IDCW (Payout / Reinvestment),6.53,INF205K01262,INF205K01254,21-Jan-2009,6.53,6.68
1373,103234,Kotak Equity Opportunities Fund - Growth,21.345,INF174K01187,,21-Jan-2009,21.345,21.825
1374,103233,Kotak Equity Opportunities Fund - Payout of Income Distribution cum capital withdrawal option,8.259,INF174K01203,INF174K01195,21-Jan-2009,8.259,8.445
1376,100378,NIPPON INDIA VISION FUND - IDCW Option,26.3032,INF204K01372,INF204K01380,21-Jan-2009,26.0402,26.895
1377,106255,Nippon India Vision Fund Institutional Dividend Plan,120.6946,INF204K01331,INF204K01349,21-Jan-2009,120.6946,120.6946
1378,100379,Nippon India Vision Fund-GROWTH PLAN-Bonus Option,21.1098,INF204K01398,,21-Jan-2009,20.8987,21.5848
1379,100380,Nippon India Vision Fund-GROWTH PLAN-Growth Option,125.705,INF204K01406,,21-Jan-2009,124.448,128.5334
1380,106257,Reliance Vision Fund Institutional Plan Growth Plan Bonus Option,125.1212,INF204K01356,,21-Jan-2009,125.1212,125.1212
1381,106256,Reliance Vision Fund Institutional Plan Growth Plan Growth Option,125.1212,INF204K01364,,21-Jan-2009,125.1212,125.1212
1383,111381,Principal Emerging Bluechip Fund - Growth Option,10.53,INF173K01155,,21-Jan-2009,10.42,10.77
1384,111382,Principal Emerging Bluechip Fund - Half Yearly Income Distribution CUM Capital Withdrawal Option,10.53,INF173K01163,INF173K01171,21-Jan-2009,10.42,10.77
1386,104515,quant Large & Mid Cap Fund - Bonus Option - Regular Plan,7.6329,INF966L01424,,21-Jan-2009,7.6329,7.8046
1387,104513,quant Large & Mid Cap Fund - Growth Option,7.6198,INF966L01341,,21-Jan-2009,7.6198,7.7912
1388,104514,quant Large & Mid Cap Fund - IDCW Option - Regular Plan,6.7099,INF966L01325,INF966L01333,21-Jan-2009,6.7099,6.8609
1390,101530,SBI Large & Midcap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),30.9,INF200K01289,INF200K01297,21-Jan-2009,30.59,31.6
1391,103024,SBI LARGE & MIDCAP FUND- REGULAR PLAN -Growth,38.11,INF200K01305,,21-Jan-2009,37.73,38.97
1393,105001,Sundaram Large and Midcap Fund Regular Plan - Growth,7.3216,INF903J01DT1,,21-Jan-2009,7.3216,0.0
1394,105000,Sundaram Large and Midcap Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),5.9891,INF903J01DU9,INF903J01DV7,21-Jan-2009,5.9891,0.0
1396,101823,Tata Large & Mid Cap Fund Regular Plan - Payout of IDCW Option,12.0094,INF277K01DH3,INF277K01410,21-Jan-2009,11.8893,12.2796
1397,101824,Tata Large & Mid Cap Fund- Regular Plan - Growth Option,36.2757,INF277K01428,,21-Jan-2009,35.9129,37.0919
1399,100664,UTI - Core Equity Fund - Regular Plan - Growth Option,29.75,INF789F01869,,21-Jan-2009,29.75,30.42
1400,100663,UTI Core Equity Fund - Regular Plan - IDCW,25.67,INF189A01046,INF789F01851,21-Jan-2009,25.67,26.25
1403,101591,Aditya Birla Sun Life Midcap Fund -REGULAR - IDCW,12.16,INF209K01355,INF209K01CN6,21-Jan-2009,12.04,12.43
1404,101592,Aditya Birla Sun Life MIDCAP Fund-Growth,43.86,INF209K01363,,21-Jan-2009,43.42,44.85
1406,104481,DSP Midcap Fund - Regular Plan - Growth,6.337,INF740K01128,,21-Jan-2009,6.274,6.48
1407,104482,DSP Midcap Fund - Regular Plan - IDCW,6.337,INF740K01102,INF740K01110,21-Jan-2009,6.274,6.48
1409,100472,Franklin India PRIMA FUND - IDCW ,24.2526,INF090I01726,INF090I01734,21-Jan-2009,24.1313,24.7983
1410,100473,Franklin India Prima Fund-Growth,110.0884,INF090I01809,,21-Jan-2009,109.538,112.5654
1412,105758,HDFC Mid-Cap Opportunities Fund - Growth Plan,5.937,INF179K01CR2,,21-Jan-2009,0.0,0.0
1413,105757,HDFC Mid-Cap Opportunities Fund - IDCW Plan,5.937,INF179K01CS0,INF179K01CT8,21-Jan-2009,0.0,0.0
1415,105503,Invesco India Midcap Fund - Growth Option,5.32,INF205K01BC9,,21-Jan-2009,0.0,0.0
1416,105504,Invesco India Midcap Fund - IDCW (Payout / Reinvestment),5.32,INF205K01BD7,INF205K01BE5,21-Jan-2009,0.0,0.0
1418,104908,Kotak Emerging Equity Scheme - Growth,5.403,INF174K01DS9,,21-Jan-2009,5.403,5.403
1419,104907,Kotak Emerging Equity Scheme - Payout of Income Distribution cum capital withdrawal option,5.403,INF174K01DU5,INF174K01DT7,21-Jan-2009,5.403,5.403
1421,100375,NIPPON INDIA GROWTH FUND - IDCW Option,30.3211,INF204K01299,INF204K01307,21-Jan-2009,30.0179,31.0033
1422,106260,NIPPON INDIA GROWTH FUND - INSTITUTIONAL Plan - IDCW Option,199.8327,INF204K01257,INF204K01265,21-Jan-2009,199.8327,199.8327
1423,100376,Nippon India Growth Fund-Growth Plan-Bonus Option,33.1183,INF204K01315,,21-Jan-2009,32.7871,33.8635
1424,100377,Nippon India Growth Fund-Growth Plan-Growth Option,199.6767,INF204K01323,,21-Jan-2009,197.6799,204.1694
1425,106259,Reliance Growth Fund Institutional Plan Growth Plan Bonus Option,200.4505,INF204K01273,,21-Jan-2009,200.4505,200.4505
1426,106258,Reliance Growth Fund Institutional Plan Growth Plan Growth Option,200.4505,INF204K01281,,21-Jan-2009,200.4505,200.4505
1428,101065,quant Mid Cap Fund - Growth Option - Regular Plan,24.0037,INF966L01176,,21-Jan-2009,24.0037,24.0037
1429,101066,quant Mid Cap Fund - IDCW Option - Regular Plan,10.297,INF966L01150,INF966L01168,21-Jan-2009,10.297,10.297
1431,102941,SBI Magnum MIDCAP FUND - REGULAR PLAN - GROWTH,10.0,INF200K01560,,21-Jan-2009,9.9,10.23
1432,102942,SBI Magnum MidCap Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),7.67,INF200K01578,INF200K01586,21-Jan-2009,7.59,7.84
1434,101539,Sundaram Mid Cap Fund Regular Plan - Growth,56.0544,INF903J01173,,21-Jan-2009,56.0544,57.3156
1435,101538,Sundaram Mid Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),9.606,INF903J01181,INF903J01199,21-Jan-2009,9.606,9.8221
1437,102328,Tata Mid Cap Growth Fund Regular Plan- Growth Option,18.6187,INF277K01626,,21-Jan-2009,18.4325,19.0376
1438,102326,Tata Mid Cap Growth Fund-Regular Plan - IDCW Option,8.2445,INF277K01DS0,INF277K01642,21-Jan-2009,8.1621,8.43
1439,102329,Tata Mid Cap Growth Fund Regular Plan  - Bonus (Growth),16.5712,INF277K01634,,21-Jan-2009,16.4055,16.9441
1441,100477,Taurus Discovery (Midcap) Fund - Regular Plan - Growth,7.03,INF044D01815,,21-Jan-2009,6.96,7.19
1442,111642,Taurus Discovery (Midcap) Fund - Regular Plan - Payout of Income Distribution cum Capital Withdrawal option,7.17,INF044D01781,INF044D01799,21-Jan-2009,7.1,7.33
1444,102393,UTI Mid Cap Fund - Regular Plan - IDCW,10.66,INF789F01794,INF789F01802,21-Jan-2009,10.66,10.9
1445,102394,UTI Mid Cap Fund-Growth Option,12.62,INF789F01810,,21-Jan-2009,12.62,12.9
1448,105804,Aditya Birla Sun Life Small Cap Fund - GROWTH,4.9002,INF209K01EN2,,21-Jan-2009,4.9002,0.0
1449,105805,Aditya Birla Sun Life Small Cap Fund -Regular - IDCW,4.9002,INF209K01EO0,INF209K01EP7,21-Jan-2009,4.9002,0.0
1451,105989,DSP Small Cap Fund - Regular - Growth,5.047,INF740K01797,,21-Jan-2009,4.814,5.047
1453,103361,Franklin India Smaller Companies Fund - IDCW ,5.2937,INF090I01544,INF090I01551,21-Jan-2009,5.2937,5.2937
1454,103360,Franklin India Smaller Companies Fund-Growth,5.7173,INF090I01569,,21-Jan-2009,5.7173,5.7173
1456,103006,HSBC Small Cap Equity Fund - Growth,10.1134,INF336L01AV2,,21-Jan-2009,10.0123,10.341
1457,103007,HSBC Small Cap Equity Fund - IDCW,6.6884,INF336L01AU4,INF336L01AT6,21-Jan-2009,6.6215,6.8389
1459,106823,ICICI Prudential Smallcap Fund - Growth,4.91,INF109K01BI0,,21-Jan-2009,4.91,5.02
1460,106822,ICICI Prudential Smallcap Fund - IDCW,4.91,INF109K01FA8,INF109K01BJ8,21-Jan-2009,4.91,5.02
1461,106821,ICICI Prudential Smallcap Fund - Institutional Growth,4.91,INF109K01BK6,,21-Jan-2009,4.91,4.91
1463,102875,Kotak-Small Cap Fund - Growth,10.854,INF174K01211,,21-Jan-2009,10.854,11.098
1464,102874,Kotak-Small Cap Fund - Payout of Income Distribution cum capital withdrawal option,8.328,INF174K01237,INF174K01229,21-Jan-2009,8.328,8.515
1466,100177,quant Small Cap Fund - Growth - Regular Plan,22.9487,INF966L01AA0,,21-Jan-2009,22.9487,22.9487
1467,100176,quant Small Cap Fund - IDCW Option - Regular Plan,19.3685,INF966L01036,INF966L01044,21-Jan-2009,19.3685,19.3685
1469,100795,Sundaram Small Cap Fund Regular Plan - Growth,13.1623,INF903J01470,,21-Jan-2009,12.8661,13.4585
1470,100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),7.4216,INF903J01454,INF903J01462,21-Jan-2009,7.2546,7.5886
1473,101738,Aditya Birla Sun Life Dividend Yield Fund - Growth - Regular Plan,35.97,INF209K01405,,21-Jan-2009,35.61,36.78
1474,101737,Aditya Birla Sun Life Dividend Yield Fund -REGULAR - IDCW,8.08,INF209K01397,INF209K01CP1,21-Jan-2009,8.0,8.26
1476,103679,Templeton India EQUITY INCOME FUND - IDCW ,7.0253,INF090I01932,INF090I01940,21-Jan-2009,6.9902,7.1834
1477,103678,Templeton India Equity Income Fund-Growth Plan,8.1556,INF090I01957,,21-Jan-2009,8.1148,8.3391
1479,102808,Principal Dividend Yield Fund- Half Yearly Income Distribution CUM Capital Withdrawal Plan,8.01,INF173K01AD9,INF173K01AE7,21-Jan-2009,7.93,8.19
1480,102807,Principal Dividend Yield Fund-Growth Plan,10.85,INF173K01AC1,,21-Jan-2009,10.74,11.09
1482,102858,Tata Dividend Yield Fund  Regular Plan -( Div),10.5448,INF277K01DD2,INF277K01337,21-Jan-2009,10.5448,10.7821
1483,102859,Tata Dividend Yield Fund Regular Plan,13.387,INF277K01345,,21-Jan-2009,13.387,13.6882
1485,103025,UTI Dividend Yield Fund - Regular Plan - IDCW,8.31,INF789F01448,INF789F01455,21-Jan-2009,8.31,8.5
1486,103026,UTI-Dividend Yield Fund.-Growth,14.48,INF789F01463,,21-Jan-2009,14.48,14.81
1489,108167,Aditya Birla Sun Life Pure Value Fund - Growth Option,7.228,INF209K01LF3,,21-Jan-2009,7.228,0.0
1490,108166,Aditya Birla Sun Life Pure Value Fund - Regular - IDCW,7.228,INF209K01LE6,INF209K01LG1,21-Jan-2009,7.228,0.0
1492,100496,Templeton India Value Fund - Growth Plan,48.3528,INF090I01296,,21-Jan-2009,48.111,49.4407
1493,100497,Templeton India Value Fund - IDCW ,24.1509,INF090I01270,INF090I01288,21-Jan-2009,24.0301,24.6943
1495,101764,HDFC Capital Builder Value Fund - Growth Plan,44.9,INF179K01426,,21-Jan-2009,44.9,45.91
1496,101765,HDFC Capital Builder Value Fund - IDCW Plan,14.178,INF179K01400,INF179K01418,21-Jan-2009,14.178,14.497
1498,102594,ICICI Prudential Value Discovery Fund - Growth,16.05,INF109K01AF8,,21-Jan-2009,16.05,16.41
1499,102595,ICICI Prudential Value Discovery Fund - IDCW,8.67,INF109K01EC7,INF109K01AD3,21-Jan-2009,8.67,8.87
1500,102596,ICICI Prudential Value Discovery Fund - Institutional Option - I - Growth,6.99,INF109K01AE1,,21-Jan-2009,6.99,7.15
1502,108909,IDFC Sterling Value Fund - Regular Plan - Growth,6.9501,INF194K01342,,21-Jan-2009,6.9501,6.9501
1503,108908,IDFC Sterling Value Fund - Regular Plan - IDCW,6.9503,INF194K01359,INF194K01367,21-Jan-2009,6.9503,6.9503
1505,100254,JM Value Fund (Regular) - Growth Option,8.3889,INF137A01037,,21-Jan-2009,8.3889,8.5777
1506,106168,JM Value Fund (Regular) - IDCW,6.318,INF137A01011,INF137A01029,21-Jan-2009,6.318,6.4602
1508,103085,Nippon India Value Fund- Growth Plan,12.4231,INF204K01GB3,,21-Jan-2009,12.2989,12.7026
1509,103087,Reliance Regular Savings Fund-BALANCED OPTION-Growth Option,10.1885,,,21-Jan-2009,10.0866,10.4177
1510,103083,Reliance Regular Savings Fund-DEBT OPTION -Growth Option,11.5887,,,21-Jan-2009,11.5887,11.5887
1512,103490,Quantum Long Term Equity Value Fund - Direct Plan Growth Option,8.83,INF082J01036,,21-Jan-2009,8.48,8.83
1513,103491,Quantum Long Term Equity Value Fund - Direct Plan IDCW,8.9,INF082J01044,INF082J01051,21-Jan-2009,8.54,8.9
1515,101672,Tata Equity P/E Fund - Regular Plan -Growth Option,20.0799,INF277K01451,,21-Jan-2009,20.5317,20.5317
1516,102428,Tata Equity P/E Fund Regular Plan - Payout of IDCW-Option B(10%),19.1402,INF277K01DJ9,INF277K01444,21-Jan-2009,16.9441,19.5709
1518,103097,UTI Value Opportunities Fund - Regular Plan - IDCW,7.65,INF789F01AE0,INF789F01AF7,21-Jan-2009,7.65,7.82
1519,103098,UTI Value Opportunities Fund- Regular Plan - Growth Option,11.71,INF789F01AG5,,21-Jan-2009,11.71,11.97
1522,105460,Invesco India Contra Fund - Growth,6.97,INF205K01189,,21-Jan-2009,6.97,7.13
1523,105459,Invesco India Contra Fund - IDCW (Payout / Reinvestment),6.96,INF205K01205,INF205K01197,21-Jan-2009,6.96,7.12
1525,103040,Kotak India EQ Contra Fund - Growth,10.212,INF174K01245,,21-Jan-2009,10.212,10.442
1526,103039,Kotak India EQ Contra Fund - Payout of Income Distribution cum capital withdrawal option,8.94,INF174K01260,INF174K01252,21-Jan-2009,8.94,9.141
1528,100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),15.74,INF200K01347,INF200K01354,21-Jan-2009,15.58,16.09
1529,102414,SBI CONTRA FUND - REGULAR PLAN -GROWTH,27.64,INF200K01362,,21-Jan-2009,27.36,28.26
1532,103309,Aditya Birla Sun Life Focused Equity Fund -Growth Option,10.9395,INF209K01462,,21-Jan-2009,10.8301,11.1856
1533,103308,Aditya Birla Sun Life Focused Equity Fund -Regular - IDCW,8.9675,INF209K01454,INF209K01CS5,21-Jan-2009,8.8778,9.1693
1535,105817,Franklin India Focused Equity Fund - Growth Plan,5.3209,INF090I01981,,21-Jan-2009,5.2943,5.4406
1536,105816,Franklin India Focused Equity Fund - IDCW ,5.3209,INF090I01965,INF090I01973,21-Jan-2009,5.2943,5.4406
1538,102760,HDFC Focused 30 Fund - GROWTH PLAN,15.56,INF179K01574,,21-Jan-2009,15.56,15.91
1539,102761,HDFC Focused 30 Fund - IDCW PLAN,10.715,INF179K01558,INF179K01566,21-Jan-2009,10.715,10.956
1541,108592,IDFC Focused Equity Fund - Regular Plan - Growth,10.0285,INF194K01466,,21-Jan-2009,10.0285,10.2541
1542,108593,IDFC Focused Equity Fund - Regular Plan - IDCW,9.0899,INF194K01474,INF194K01482,21-Jan-2009,9.0899,9.2944
1544,107410,JM Focused Fund (Regular) - Growth Option,2.3731,INF192K01577,,21-Jan-2009,0.0,0.0
1545,107409,JM Focused Fund (Regular) - IDCW,2.3731,INF192K01551,INF192K01569,21-Jan-2009,0.0,0.0
1547,104638,NIPPON INDIA FOCUSED EQUITY FUND - IDCW OPTION,7.1313,INF204K01GF4,INF204K01GG2,21-Jan-2009,6.9887,7.1313
1548,104637,Nippon India Focused Equity Fund -Growth Plan -Growth Option,7.1313,INF204K01GE7,,21-Jan-2009,6.9887,7.1313
1550,103335,Principal Focused Multicap Fund-Growth Option,11.48,INF173K01189,,21-Jan-2009,11.37,11.74
1551,103334,Principal Focused Multicap Fund-Half Yearly Income Distribution CUM Capital Withdrawal Option,9.58,INF173K01197,INF173K01205,21-Jan-2009,9.48,9.8
1553,109275,quant Focused Fund - Growth Option - Regular Plan,6.0256,INF966L01374,,21-Jan-2009,6.0256,6.0256
1554,109274,quant Focused Fund - IDCW Option - Regular Plan,6.0257,INF966L01358,INF966L01366,21-Jan-2009,6.0257,6.0257
1556,102765,SBI Focused Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),7.75,INF200K01388,INF200K01396,21-Jan-2009,7.67,7.92
1557,102756,SBI FOCUSED EQUITY FUND - REGULAR PLAN -GROWTH,14.35,INF200K01370,,21-Jan-2009,14.21,14.67
1559,108305,Sundaram Select Focus Institutional Plan - Growth,44.3848,INF903J01140,,21-Jan-2009,44.3848,44.3848
1560,101537,Sundaram Select Focus Regular Plan - Growth,46.7737,INF903J01116,,21-Jan-2009,46.7737,47.8261
1561,101536,Sundaram Select Focus Regular Plan - Income Distribution cum Capital Withdrawal (IDCW),7.176,INF903J01124,INF903J01132,21-Jan-2009,7.176,7.3375
1564,111349,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan - Growth - Regular Plan,9.8911,INF209K01207,,21-Jan-2009,9.7922,10.1384
1565,111348,Aditya Birla Sun Life Commodity Equities Fund - Global Agri Plan -Regular - IDCW,9.8911,INF209K01199,INF209K01CG0,21-Jan-2009,9.7922,10.1384
1566,103168,Aditya Birla Sun Life Digital India Fund - Growth - Regular Plan,9.07,INF209K01140,,21-Jan-2009,8.98,9.27
1567,103167,Aditya Birla Sun Life Digital India Fund -Regular - IDCW,7.18,INF209K01132,INF209K01CD7,21-Jan-2009,7.11,7.34
1568,103110,Aditya Birla Sun Life India Gennext Fund -Regular - IDCW,9.55,INF209K01439,INF209K01CR7,21-Jan-2009,9.45,9.76
1569,103111,Aditya Birla Sun Life India Gennext Fund-Growth Option,11.53,INF209K01447,,21-Jan-2009,11.41,11.79
1570,103475,Aditya Birla Sun Life Infrastructure Fund -  Regular - IDCW,7.18,INF209K01470,INF209K01CT3,21-Jan-2009,7.11,7.34
1571,103476,Aditya Birla Sun Life Infrastructure Fund-Growth,7.73,INF209K01504,,21-Jan-2009,7.65,7.9
1572,106873,Aditya Birla Sun Life International Equity Fund - Plan A - Growth - Regular Plan,6.6663,INF209K01520,,21-Jan-2009,6.5996,6.833
1573,106872,Aditya Birla Sun Life International Equity Fund - Plan A - Regular - IDCW,6.6663,INF209K01512,INF209K01CV9,21-Jan-2009,6.5996,6.833
1574,106876,Aditya Birla Sun Life International Equity Fund - Plan B - Growth - Regular Plan,5.0565,INF209K01546,,21-Jan-2009,5.0059,5.1829
1575,106875,Aditya Birla Sun Life International Equity Fund - Plan B - Regular - IDCW,5.0565,INF209K01538,INF209K01CW7,21-Jan-2009,5.0059,5.1829
1576,100064,Aditya Birla Sun Life MNC Fund - Growth - Regular Plan,80.34,INF209K01322,,21-Jan-2009,79.54,82.15
1577,100063,Aditya Birla Sun Life MNC Fund - Regular - IDCW,40.27,INF209K01314,INF209K01CL0,21-Jan-2009,39.87,41.18
1579,103390,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - GROWTH OPTION,10.16,INF760K01274,,21-Jan-2009,10.16,10.39
1580,103389,CANARA ROBECO INFRASTRUCTURE FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),8.67,INF760K01258,INF760K01266,21-Jan-2009,8.67,8.87
1582,102434,DSP India T.I.G.E.R. Fund - Regular Plan - Growth,23.197,INF740K01151,,21-Jan-2009,22.965,23.719
1583,102435,DSP India T.I.G.E.R. Fund - Regular Plan - IDCW,10.71,INF740K01136,INF740K01144,21-Jan-2009,10.603,10.951
1584,108202,DSP Natural Resources And New Energy Fund - Regular - Growth,6.376,INF740K01060,,21-Jan-2009,6.312,6.519
1585,108203,DSP Natural Resources And New Energy Fund - Regular Plan - IDCW,6.376,INF740K01045,INF740K01052,21-Jan-2009,6.312,6.519
1587,106979,Franklin Asian Equity Fund - Growth Plan,6.2662,INF090I01AB3,,21-Jan-2009,6.2349,6.4072
1588,106978,Franklin Asian Equity Fund - IDCW ,6.2662,INF090I01999,INF090I01AA5,21-Jan-2009,6.2349,6.4072
1589,103151,Franklin India Opportunities Fund - Growth,15.4932,INF090I01841,,21-Jan-2009,15.4157,15.8418
1590,100524,Franklin INDIA OPPORTUNITIES FUND - IDCW ,7.7338,INF090I01858,INF090I01866,21-Jan-2009,7.6951,7.9078
1591,100521,Franklin India Technology Fund - IDCW ,7.6452,INF090I01759,INF090I01767,21-Jan-2009,7.607,7.8172
1592,100522,Franklin India Technology Fund-Growth,22.0492,INF090I01742,,21-Jan-2009,21.939,22.5453
1594,107524,HDFC Infrastructure Fund - Growth Plan,5.227,INF179K01GF8,,21-Jan-2009,0.0,0.0
1595,107525,HDFC Infrastructure Fund - IDCW Plan,5.227,INF179K01GE1,INF179K01GG6,21-Jan-2009,0.0,0.0
1597,103407,HSBC Infrastructure Equity Fund - Growth,8.0308,INF336L01255,,21-Jan-2009,7.9505,8.2115
1598,103406,HSBC Infrastructure Equity Fund - IDCW,6.8309,INF336L01248,INF336L01230,21-Jan-2009,6.7626,6.9846
1600,109445,ICICI Prudential Banking and Financial Services Fund -  Growth,7.22,INF109K01BU5,,21-Jan-2009,7.15,7.38
1601,109446,ICICI Prudential Banking and Financial Services Fund -  IDCW,7.22,INF109K01DY3,INF109K01BV3,21-Jan-2009,7.15,7.38
1602,103312,ICICI Prudential Exports & Services Fund - Growth,8.07,INF109K01BB5,,21-Jan-2009,8.07,8.25
1603,103313,ICICI Prudential Exports & Services Fund - IDCW,6.07,INF109K01FL5,INF109K01BA7,21-Jan-2009,6.07,6.21
1604,100352,ICICI Prudential FMCG Fund - Growth,31.44,INF109K01415,,21-Jan-2009,31.44,32.15
1605,100351,ICICI Prudential FMCG Fund - IDCW,20.76,INF109K01EO2,INF109K01423,21-Jan-2009,20.76,21.23
1606,103149,ICICI Prudential Infrastructure Fund - Growth,15.75,INF109K01AV5,,21-Jan-2009,15.75,16.1
1607,103150,ICICI Prudential Infrastructure Fund - IDCW,7.21,INF109K01FB6,INF109K01AT9,21-Jan-2009,7.21,7.37
1608,105602,ICICI Prudential Infrastructure Fund - Institutional Option - I - Growth,8.4,INF109K01AU7,,21-Jan-2009,8.4,8.4
1609,100363,ICICI Prudential Technology Fund - Growth,5.93,INF109K01506,,21-Jan-2009,5.93,6.06
1611,108377,Invesco India Financial Services Fund - Regular Plan -  IDCW (Payout / Reinvestment),7.92,INF205K01171,INF205K01163,21-Jan-2009,7.84,8.1
1612,108378,Invesco India Financial Services Fund - Retail Growth,7.92,INF205K01155,,21-Jan-2009,7.84,8.1
